lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
1,1,89.3,1,9,4,1,1,0,3,1
2,1,129.0,6,16,4,2,0,3,0,1
60,0,115.2,7,4,4,1,1,0,0,1
180,0,102.6,10,10,4,3,1,3,0,0
0,1,100.0,11,9,4,2,1,0,0,1
119,2,129.6,9,22,4,3,0,0,0,1
18,0,99.0,6,12,4,0,2,3,0,0
0,1,107.0,11,2,4,4,1,0,0,1
170,0,105.3,8,1,4,2,1,0,0,0
55,0,106.0,12,28,4,1,1,0,0,1
17,0,83.4,3,4,4,7,3,3,0,0
57,0,85.0,8,5,3,2,1,0,0,1
48,1,139.5,10,9,4,0,2,0,3,0
5,0,95.0,6,20,2,0,1,0,0,1
6,1,70.07,2,13,4,1,0,0,0,1
18,1,79.0,2,24,4,4,0,3,0,0
113,0,72.25,7,15,3,2,2,0,0,1
25,0,146.2,11,7,4,3,1,0,3,1
63,2,121.5,7,23,4,1,0,0,0,1
15,0,88.4,12,20,4,5,2,0,0,1
10,1,52.0,12,27,3,0,2,0,0,1
21,1,86.0,3,5,4,1,1,3,0,1
33,1,103.05,4,16,4,2,2,0,0,1
11,1,131.75,8,28,4,2,2,0,0,1
83,2,132.3,10,19,4,4,0,0,3,1
18,1,116.75,9,11,4,2,2,0,0,0
29,2,131.72,7,16,4,3,2,0,0,1
4,1,95.2,12,25,4,2,2,0,3,1
1,1,198.77,5,20,4,1,0,0,5,1
18,2,69.0,12,1,4,2,0,0,0,1
30,0,126.9,6,22,4,1,0,0,0,0
213,1,127.5,8,26,3,2,1,0,5,0
74,0,55.9,7,27,4,7,3,0,0,1
48,1,149.4,8,1,4,1,1,0,3,0
6,0,81.0,8,23,4,0,1,3,0,1
5,0,177.33,9,12,4,2,1,0,3,0
24,2,114.0,10,8,4,3,0,3,0,1
1,1,108.0,7,20,4,1,0,3,0,1
62,0,109.8,9,4,4,0,1,0,0,0
10,0,146.0,7,11,3,3,1,0,0,1
65,2,130.9,9,25,4,3,2,0,0,1
2,1,150.0,7,13,2,2,0,0,3,1
281,0,108.8,10,3,4,3,1,0,3,0
254,0,91.0,9,16,3,2,0,1,0,1
32,2,62.0,2,26,3,2,1,0,0,1
40,1,134.1,7,23,4,1,0,3,0,1
86,0,96.9,7,10,3,2,2,0,0,1
41,0,85.5,10,16,3,2,2,0,0,1
115,0,76.0,2,27,3,3,2,0,0,1
56,0,139.5,10,17,4,4,1,0,3,0
15,1,84.0,8,13,2,1,1,0,0,1
4,1,97.75,12,2,4,5,2,0,3,1
55,0,190.8,10,6,4,3,0,0,5,0
2,1,65.0,12,17,2,1,2,0,0,1
5,0,65.0,9,2,2,1,0,0,0,1
30,1,92.9,3,8,4,4,0,0,0,1
183,1,98.25,7,4,4,3,1,3,0,0
19,1,119.0,6,26,4,1,2,3,0,1
29,0,145.6,4,29,4,2,1,0,3,0
122,0,105.3,5,11,4,1,0,0,0,0
0,0,126.0,10,11,4,0,1,0,0,1
0,0,69.99,4,20,4,1,0,0,0,1
21,0,139.0,5,31,4,3,0,0,0,0
134,2,103.5,8,11,4,3,0,3,0,1
4,0,57.75,12,1,4,2,0,3,0,1
43,1,126.9,7,1,4,2,1,0,0,1
88,0,93.6,12,1,4,2,0,0,0,0
1,0,80.27,12,4,3,2,1,0,0,1
16,1,103.36,9,27,4,3,0,3,0,1
0,1,155.0,10,13,4,1,0,0,3,1
35,0,125.1,3,24,4,3,0,3,0,0
124,0,78.95,5,30,4,5,2,3,0,1
83,2,112.59,9,28,4,1,0,3,0,1
42,0,85.0,7,19,3,3,0,0,0,1
3,1,98.56,8,22,4,3,1,3,0,1
108,0,59.37,3,13,4,2,2,0,0,1
81,1,85.5,4,10,4,0,2,3,0,1
14,0,77.6,1,19,4,3,0,0,3,1
84,0,80.1,10,25,4,2,0,3,0,1
18,2,174.0,9,15,4,3,0,0,3,1
9,1,114.0,12,7,4,1,0,0,3,1
24,1,129.0,5,2,4,2,1,3,0,1
1,1,139.0,7,4,4,1,1,3,0,1
12,1,93.0,2,5,4,2,0,0,0,1
199,1,120.7,12,28,4,4,0,0,3,0
4,2,176.0,7,27,4,4,0,0,3,1
24,1,85.0,10,16,3,2,2,0,0,1
118,1,96.78,10,27,4,3,1,0,3,1
15,2,115.0,9,16,4,1,0,3,3,1
7,1,67.0,8,23,2,3,0,0,0,1
0,0,149.0,4,30,4,1,0,0,0,1
68,0,0.0,9,29,4,2,0,1,0,1
5,2,155.0,8,22,4,4,1,0,3,1
6,1,85.0,3,20,3,0,1,0,0,1
159,2,130.05,7,23,4,3,2,0,3,0
96,0,123.5,9,28,3,1,1,1,4,0
10,2,91.38,11,22,4,5,1,0,0,1
0,0,105.3,6,26,4,0,1,0,0,1
213,0,123.25,8,23,4,5,1,1,0,0
71,0,105.4,4,24,4,3,2,0,3,0
28,0,84.65,2,5,4,2,2,0,0,1
20,0,76.0,11,1,4,3,0,3,0,1
12,0,111.14,3,3,4,5,2,0,3,0
9,2,0.0,9,11,1,0,1,0,6,1
49,1,75.0,11,15,3,3,0,0,0,1
45,0,119.5,10,26,4,2,0,3,0,1
62,0,75.0,11,20,3,3,2,0,0,1
55,1,102.6,11,15,4,1,0,0,0,1
32,1,68.0,10,26,3,4,1,0,3,1
71,1,75.54,10,30,4,0,1,0,0,1
16,0,95.0,6,16,2,1,0,0,0,1
42,1,74.8,12,9,4,2,2,3,0,1
30,0,85.7,3,5,4,3,2,0,0,1
125,1,79.2,12,26,4,1,1,3,0,0
186,0,80.0,4,22,3,1,0,0,0,1
102,0,58.0,3,25,3,2,2,0,0,1
11,1,68.53,4,5,4,1,0,3,0,1
63,0,56.0,9,4,3,2,0,1,0,1
86,1,95.2,4,26,4,5,1,3,0,1
76,0,130.0,5,17,2,2,0,0,0,1
66,1,170.9,12,29,4,5,0,0,5,1
1,3,0.0,6,7,1,1,0,0,0,1
9,3,141.0,6,17,4,2,1,0,0,1
190,0,117.45,12,22,4,8,3,0,3,1
50,1,58.94,1,24,4,3,2,0,0,1
10,2,124.0,9,1,3,1,0,0,0,1
0,0,111.0,4,19,4,1,0,0,0,1
35,0,69.53,2,15,4,1,1,0,1,1
2,1,45.0,4,5,2,1,0,0,0,1
46,1,76.48,3,15,4,5,2,0,3,0
122,0,121.5,7,27,4,1,0,0,0,0
0,0,95.0,6,23,2,1,0,0,0,1
4,0,90.33,12,25,4,2,1,0,0,1
79,1,119.0,11,30,4,4,0,0,3,0
54,1,99.0,3,18,4,2,1,0,0,1
81,1,97.75,3,23,4,4,1,0,3,0
126,2,130.05,7,23,4,3,2,0,3,1
48,1,168.3,8,24,4,4,0,0,3,1
40,0,107.1,4,1,4,2,1,3,0,0
23,0,96.3,10,9,3,1,0,0,3,1
21,0,194.8,8,19,4,3,2,1,0,1
3,0,181.0,3,21,4,1,1,0,5,1
179,0,137.7,8,22,4,0,1,0,3,0
91,1,109.8,7,10,4,2,2,0,0,1
47,0,65.0,11,11,2,1,0,0,0,1
56,0,94.5,6,20,4,2,1,0,0,0
47,1,60.0,11,7,3,2,2,0,3,1
138,1,135.45,8,22,4,3,1,0,3,0
4,1,136.0,5,29,4,1,2,0,3,1
90,0,80.75,4,16,4,2,2,0,0,1
3,2,122.0,8,18,4,2,0,0,0,1
68,1,130.9,4,1,4,3,2,1,3,1
60,0,85.5,6,10,3,5,2,0,0,1
114,0,189.0,7,14,4,3,0,1,3,0
84,2,114.34,5,13,4,2,1,3,0,1
92,2,108.0,10,6,4,3,0,3,0,0
250,0,96.3,10,20,4,3,0,0,0,0
206,4,102.85,10,4,4,4,0,0,0,1
72,2,119.0,12,20,4,4,0,0,3,1
48,3,168.3,8,15,4,4,1,0,3,1
92,4,147.9,12,6,4,10,2,0,5,1
4,0,87.0,2,7,3,0,2,0,0,1
214,1,80.75,9,23,3,2,1,0,0,1
45,2,177.3,4,11,4,2,1,0,5,1
31,2,108.9,5,22,4,0,1,0,0,1
3,1,92.0,8,12,4,2,1,3,0,1
14,2,104.0,12,18,4,0,1,0,0,1
15,1,68.99,1,24,4,1,2,0,0,1
188,0,80.75,6,2,3,3,0,0,0,1
28,1,148.91,11,5,4,6,4,0,3,0
92,0,101.52,5,30,3,2,1,0,0,1
0,0,147.59,9,16,4,1,0,3,3,1
58,2,88.2,12,9,4,1,0,3,0,1
42,2,112.0,11,4,3,2,1,0,0,1
45,1,67.15,3,10,4,3,2,3,0,1
208,0,85.5,8,30,4,3,0,3,0,0
88,1,102.3,6,26,4,1,2,0,0,1
58,0,91.0,1,27,3,2,0,0,0,1
61,0,80.75,9,15,4,1,0,0,0,1
6,0,152.0,4,16,4,1,1,0,3,0
69,1,88.4,7,28,3,5,2,0,0,1
3,1,83.5,2,25,4,2,0,3,0,1
88,1,132.3,10,20,4,3,0,0,3,0
1,0,68.0,12,27,4,0,2,3,0,1
56,1,82.44,12,8,4,3,0,0,1,1
8,1,80.75,12,5,4,1,1,3,0,1
208,0,83.85,10,3,4,0,1,0,0,0
37,0,135.9,8,21,4,1,2,0,0,1
3,2,84.0,4,7,4,2,0,3,0,1
29,1,64.67,12,1,4,3,1,0,0,1
47,2,94.5,10,20,4,2,0,0,0,1
136,1,144.9,9,21,4,4,1,0,3,0
44,0,131.4,11,21,4,0,1,0,4,1
79,2,128.7,4,15,4,2,1,0,0,1
37,0,76.5,10,23,3,1,0,0,0,1
1,0,103.0,3,8,4,2,0,0,0,1
17,1,103.5,9,10,4,8,2,0,0,0
5,0,91.0,3,2,0,1,0,0,0,1
183,0,123.3,10,28,4,2,2,0,3,0
39,1,133.0,12,27,4,1,0,0,0,1
107,0,55.63,12,18,4,2,2,0,0,0
195,0,121.5,8,13,4,1,0,0,0,0
80,0,85.5,3,25,4,2,1,3,0,0
22,0,71.0,11,17,2,1,0,0,0,1
117,0,75.0,2,29,3,1,1,0,0,1
127,2,80.1,10,30,4,0,1,3,0,1
133,0,122.63,10,31,4,3,1,0,3,0
102,2,122.85,10,30,4,2,2,0,3,1
97,0,82.45,8,4,3,5,2,0,3,1
46,1,186.77,9,5,4,3,1,0,6,1
13,0,80.0,1,31,2,0,2,0,0,1
1,1,66.0,2,17,2,1,0,0,0,1
7,1,95.0,11,2,4,3,1,0,0,1
151,0,103.09,7,9,4,5,2,0,0,0
7,1,99.0,3,9,4,4,0,0,0,1
133,1,76.5,8,14,4,2,2,0,0,1
102,1,63.86,4,2,4,1,2,0,0,1
27,0,65.0,9,16,2,2,0,0,0,1
60,2,149.4,9,10,4,6,2,0,3,1
30,2,88.0,12,11,4,0,2,3,0,1
84,2,80.1,10,30,4,0,2,3,0,1
58,2,198.0,10,21,4,2,1,0,5,1
217,1,46.63,12,5,4,7,3,3,0,1
58,1,149.4,9,8,4,2,0,0,3,1
3,0,80.0,11,9,3,2,1,0,0,1
7,2,91.0,11,16,4,0,1,0,0,1
80,0,89.25,9,3,4,3,0,0,0,1
169,0,90.9,10,25,4,4,0,0,0,0
0,1,85.92,8,19,4,9,4,3,0,1
7,1,139.0,9,11,4,0,2,0,0,1
7,2,126.0,9,19,4,1,1,0,0,1
33,0,85.5,9,28,3,3,0,0,0,1
94,0,73.95,3,19,4,2,2,0,0,0
24,1,85.0,8,12,3,2,1,0,0,1
217,0,167.95,8,7,4,5,2,0,5,0
21,0,119.0,6,23,4,1,0,0,0,0
95,2,76.5,12,18,4,3,2,0,0,1
170,2,96.9,9,12,3,1,0,1,0,1
15,1,116.75,9,9,4,4,0,0,0,1
45,0,143.28,11,7,4,2,1,0,0,1
1,1,111.0,7,20,4,1,0,0,0,1
13,2,91.0,2,12,4,2,1,0,0,1
122,2,94.35,5,11,4,4,0,3,0,1
155,1,96.3,6,27,4,1,1,0,0,1
11,0,78.8,6,14,4,1,0,3,0,1
132,1,105.37,7,22,4,4,2,0,0,1
5,1,65.0,8,2,2,1,0,0,0,1
104,0,65.0,12,3,3,3,0,0,0,1
262,0,63.75,12,14,4,4,2,3,0,0
105,0,99.28,8,7,3,0,1,0,3,0
6,1,114.0,9,20,4,0,1,3,0,1
68,1,65.29,10,17,4,4,2,0,0,1
21,2,163.0,9,24,4,1,1,0,0,1
80,2,85.5,3,25,4,2,1,0,0,1
306,3,95.4,8,14,4,1,2,0,0,1
157,0,112.0,7,16,3,1,1,0,0,0
4,2,220.0,6,16,4,2,0,0,5,1
95,2,79.8,10,30,4,1,2,3,0,0
49,1,108.0,10,3,4,2,1,3,0,1
11,1,92.5,12,25,4,1,0,3,0,1
156,2,111.35,7,16,4,3,2,0,0,0
4,1,183.0,9,16,4,2,0,0,0,1
151,0,130.0,9,17,3,1,0,0,0,0
0,2,158.0,9,23,4,2,0,0,0,1
169,1,0.0,7,9,4,2,2,0,0,1
42,1,71.1,3,11,4,2,0,3,0,1
73,0,107.1,7,6,4,2,0,3,0,0
138,0,109.25,7,16,4,3,2,0,0,1
183,0,98.1,10,11,4,1,0,3,0,0
9,2,177.0,9,12,4,1,2,0,5,1
83,1,108.0,10,16,4,3,2,3,0,1
76,1,79.2,11,11,4,2,0,3,0,1
63,0,60.0,11,23,3,2,1,0,3,1
192,0,106.0,9,5,2,2,1,0,4,0
187,0,112.5,8,29,4,0,1,0,0,0
31,1,83.9,2,20,4,1,2,0,0,1
2,1,75.0,12,2,4,2,0,3,0,1
1,2,101.0,4,4,4,0,1,0,0,1
32,2,149.4,9,15,4,2,0,0,3,1
9,2,235.63,7,28,4,1,0,0,6,1
54,0,102.0,12,27,3,1,2,1,0,1
195,0,76.16,5,16,3,2,1,0,0,1
282,0,0.0,10,10,4,1,2,0,0,1
28,2,94.5,10,5,4,0,1,0,0,1
0,2,68.85,7,23,4,1,0,0,3,1
34,0,71.52,1,31,4,5,2,0,1,1
9,0,0.0,6,3,4,2,0,0,0,1
48,0,75.0,11,1,3,4,0,0,0,1
35,0,99.0,9,26,3,0,1,0,0,1
66,1,213.1,10,23,4,2,2,0,6,1
48,1,74.8,11,13,4,5,2,3,0,0
1,0,95.0,4,6,0,2,0,0,0,1
10,1,136.67,8,26,4,2,1,0,0,1
30,2,120.53,8,31,4,3,0,0,0,1
11,0,77.0,10,19,3,2,1,0,0,1
56,2,119.0,12,9,4,5,2,0,3,1
49,0,137.7,6,19,4,3,2,0,3,0
13,1,129.0,8,23,4,2,0,3,0,0
13,3,128.5,8,19,4,2,0,3,0,1
82,1,88.01,6,30,4,3,1,0,0,1
1,0,89.25,6,17,3,1,0,1,0,1
44,0,91.2,11,19,4,1,1,0,0,0
97,1,90.08,7,14,4,3,0,0,0,1
21,1,88.0,11,28,4,0,1,3,0,0
35,0,108.0,8,31,4,3,0,3,0,1
34,1,66.0,2,17,3,4,1,0,0,1
1,0,85.0,10,13,3,1,0,3,0,1
162,1,76.5,8,28,4,2,1,0,0,0
115,1,96.33,9,23,4,2,1,3,0,1
3,0,85.0,10,15,3,3,0,0,3,1
13,0,130.33,4,5,4,5,1,0,3,1
5,2,0.0,8,24,1,1,0,0,0,1
12,1,86.0,3,7,4,1,1,0,0,1
99,2,72.25,12,5,4,1,2,0,0,1
67,0,75.0,11,25,3,2,0,0,0,1
65,3,135.9,9,27,4,3,0,0,0,1
60,1,142.13,7,24,4,4,2,0,3,1
33,1,80.3,2,8,4,3,1,0,0,1
3,1,177.5,9,19,4,1,1,0,3,1
111,1,101.58,5,2,4,3,1,0,0,1
9,1,148.5,5,10,4,4,0,0,3,1
327,0,0.0,9,9,4,4,2,1,0,1
6,0,86.0,2,1,4,0,1,0,0,1
98,0,73.95,3,16,4,4,0,0,0,1
47,1,100.0,8,18,3,2,0,0,0,1
8,1,124.1,5,29,4,1,2,0,3,1
275,1,77.62,11,3,4,2,0,0,0,0
51,0,90.0,11,3,4,3,1,0,0,0
87,1,118.8,10,19,4,2,0,0,0,1
30,1,117.9,5,23,4,1,1,0,0,1
114,1,85.0,12,1,4,3,1,0,0,0
18,0,166.0,7,8,4,2,1,0,3,0
113,1,78.15,3,31,4,3,0,0,1,1
1,3,109.0,2,11,4,3,0,0,0,1
36,0,120.7,6,29,2,3,0,0,3,1
20,0,80.0,3,9,3,3,0,0,0,1
9,1,149.0,10,6,4,2,0,3,0,1
54,0,139.86,9,2,4,3,2,0,3,0
16,1,96.25,12,5,4,1,1,0,1,1
134,0,80.0,4,16,3,1,2,0,0,1
13,1,95.0,6,23,4,1,0,0,0,1
33,1,97.71,5,9,4,4,1,0,0,1
15,0,85.0,2,12,4,2,0,0,0,0
50,0,94.5,10,18,4,3,2,0,0,0
127,2,61.5,3,23,3,4,0,0,0,1
113,0,116.1,6,9,4,3,0,3,0,1
3,0,68.0,12,12,4,0,1,3,0,1
99,2,198.9,5,29,4,0,1,0,5,1
40,0,71.64,10,25,4,1,2,0,0,1
29,1,102.8,4,16,4,3,2,0,0,1
0,1,103.0,5,9,4,2,1,0,0,1
196,1,116.1,9,5,4,3,1,0,0,0
93,1,112.5,8,13,4,1,0,0,0,1
193,1,97.71,9,10,4,1,2,0,0,1
5,0,65.0,11,14,2,0,1,0,0,1
33,2,85.5,9,15,4,2,0,0,0,1
158,0,99.45,8,1,4,5,2,0,0,0
25,1,104.2,4,10,4,3,2,0,0,1
113,0,118.8,9,7,4,4,1,0,0,0
26,0,140.67,4,27,4,3,0,0,3,0
18,0,91.38,12,8,4,3,1,0,0,1
54,2,143.1,5,18,4,2,0,0,0,1
6,0,92.0,2,22,4,2,1,0,0,1
64,2,149.4,9,15,4,3,0,0,3,1
6,0,130.0,10,29,3,1,0,0,0,1
51,1,65.75,3,3,4,3,1,3,0,1
0,1,176.0,5,23,4,0,1,0,3,1
346,1,0.0,9,13,4,0,0,1,0,1
207,0,85.5,10,28,4,2,2,3,0,0
4,0,67.0,8,30,2,1,0,0,0,1
0,0,95.0,9,16,3,2,0,0,0,1
13,1,146.0,6,28,4,1,0,0,3,1
180,0,49.74,8,16,4,5,2,0,0,0
0,0,79.0,12,6,2,1,0,0,0,1
63,0,105.0,11,23,3,4,0,1,0,1
18,1,81.8,2,6,4,1,2,0,3,1
75,0,135.0,10,11,4,5,0,0,0,0
47,0,69.53,2,20,4,1,0,0,1,1
145,0,177.75,10,22,4,1,1,1,0,0
133,2,117.3,11,26,4,2,2,1,0,1
4,0,145.25,6,10,4,4,2,0,3,0
14,0,70.88,12,5,4,3,1,0,3,1
196,2,55.96,8,16,4,5,2,0,0,1
113,0,105.3,7,12,4,5,2,0,0,0
116,1,76.92,9,18,4,2,1,1,0,0
8,1,41.0,3,1,2,3,0,0,0,1
19,0,156.5,4,14,4,3,1,0,3,0
17,1,113.33,10,2,4,2,1,0,0,1
9,0,95.0,4,27,2,2,0,0,0,1
32,2,67.5,2,6,4,1,1,3,0,1
53,2,77.86,11,29,4,4,0,0,1,1
6,1,171.0,8,8,4,1,1,0,0,1
63,0,159.3,6,11,4,1,0,0,3,0
42,2,147.9,8,27,4,4,2,0,3,1
88,2,150.45,4,3,4,2,2,0,5,1
33,1,182.85,3,22,4,3,0,0,6,1
3,2,94.0,8,13,4,4,2,0,0,1
89,0,82.45,4,4,4,3,1,0,0,1
152,2,130.05,7,13,4,5,2,0,3,0
11,0,85.0,7,25,3,4,1,0,0,1
72,1,60.0,2,12,3,2,0,0,0,1
173,1,114.75,8,13,4,2,2,0,0,0
42,1,86.4,9,30,4,1,0,0,0,1
0,0,85.0,11,12,4,2,0,0,0,1
137,1,80.75,4,18,4,3,1,3,0,1
15,2,127.0,9,12,4,0,1,0,0,1
160,0,76.27,11,13,4,4,2,3,0,0
106,0,105.28,5,8,4,5,2,0,0,0
42,0,72.0,11,22,3,3,0,0,0,1
23,1,129.0,4,16,4,1,1,0,3,1
188,1,105.3,8,3,4,3,0,0,0,0
107,2,135.15,5,22,4,2,2,0,0,1
3,2,122.33,5,13,4,4,2,3,0,1
147,2,143.1,9,18,4,3,2,0,3,1
41,3,120.0,10,28,4,1,0,0,0,1
28,1,133.95,5,1,4,2,2,0,0,1
226,0,70.0,10,29,4,2,2,0,0,0
87,0,74.15,4,14,4,1,0,0,0,0
53,0,94.5,10,9,4,2,1,0,0,1
188,1,164.25,8,8,4,1,1,1,0,0
346,0,3.0,9,13,4,2,0,1,0,0
234,1,76.84,12,12,4,4,1,0,0,1
141,0,143.1,9,17,4,1,1,0,3,0
12,0,80.8,11,16,4,1,0,0,0,1
66,1,149.4,9,8,4,3,1,0,3,0
1,0,66.0,1,12,2,1,0,0,0,1
59,1,94.5,7,24,4,2,2,3,0,1
16,0,84.0,11,16,4,1,0,0,0,1
9,0,56.0,3,2,3,2,0,0,0,1
20,0,240.0,8,3,4,2,0,0,5,0
19,0,131.6,4,14,4,3,2,0,3,0
14,1,93.67,12,26,4,1,2,0,0,1
155,1,130.5,8,1,4,1,1,0,0,0
101,0,165.6,8,9,4,2,0,1,3,0
1,1,230.0,11,10,4,1,0,0,5,1
146,2,116.17,8,1,4,5,1,0,0,0
23,0,94.0,10,7,3,5,2,0,0,1
16,0,135.0,10,7,4,1,0,3,0,0
90,0,46.67,3,28,3,2,1,0,3,1
5,0,79.0,2,20,4,1,0,3,0,1
50,0,189.9,7,9,4,1,0,0,5,0
4,0,66.0,1,30,3,1,2,0,0,1
1,0,56.47,5,8,4,0,1,3,0,1
55,1,116.1,5,9,4,2,1,3,0,0
63,0,87.98,4,25,3,4,1,0,0,0
37,1,96.1,12,14,4,5,2,0,0,1
6,0,116.0,12,10,3,2,0,1,0,1
126,1,111.35,5,9,4,5,1,0,3,1
186,0,84.43,9,10,4,6,4,3,0,0
44,0,103.95,3,17,4,2,0,0,3,1
10,0,79.75,1,30,4,6,2,3,0,1
61,0,124.8,4,15,4,2,1,0,3,0
89,2,155.57,7,16,4,5,2,1,3,1
60,1,99.9,6,21,4,3,0,0,0,1
139,0,72.25,6,19,3,2,2,3,0,1
1,0,0.0,2,6,4,0,0,0,0,1
11,1,191.35,8,8,4,0,1,0,5,1
63,0,140.4,5,28,4,1,2,0,3,0
74,3,88.4,12,5,4,4,1,0,0,1
181,2,76.5,8,17,4,0,1,0,0,1
56,0,141.3,6,9,4,1,0,0,3,0
117,0,126.9,6,3,4,2,1,0,0,1
124,2,143.7,8,5,4,2,1,0,3,1
105,2,119.85,6,11,4,5,2,0,0,1
53,2,137.7,7,18,4,1,1,0,3,1
1,3,166.0,8,3,4,1,0,0,3,1
31,0,108.11,5,19,4,1,0,0,3,1
0,1,69.0,11,30,4,7,3,0,0,1
153,2,186.3,8,20,4,1,2,0,5,0
112,1,79.2,12,16,4,2,1,3,0,0
34,1,116.0,12,24,4,1,0,0,0,1
0,0,265.0,7,8,4,2,2,0,6,0
20,1,231.0,7,6,4,1,0,0,5,1
39,1,138.06,4,24,4,3,2,0,3,0
50,1,149.4,5,31,4,5,0,0,3,1
111,1,132.6,6,9,4,3,1,0,3,1
73,1,126.9,5,14,4,1,0,0,0,1
3,0,52.0,1,14,3,3,0,0,0,1
11,2,141.5,4,23,4,2,2,0,0,1
54,0,88.2,3,18,4,2,1,3,0,0
179,1,90.95,7,23,4,4,2,0,0,1
79,0,187.85,5,2,4,4,1,0,5,0
16,0,76.0,3,8,2,2,0,0,3,1
79,2,109.8,12,15,4,3,0,0,0,1
132,0,96.9,7,6,3,5,2,0,0,1
9,2,153.0,8,14,4,0,2,3,0,1
31,0,192.6,6,26,4,2,2,1,3,0
163,1,91.63,10,8,4,1,1,3,0,1
95,1,121.5,5,21,4,1,1,0,0,0
85,1,201.6,8,19,4,4,2,1,3,1
25,0,106.2,9,9,4,1,0,3,0,0
13,4,174.0,9,14,4,3,1,0,5,1
147,2,106.25,6,28,4,5,2,0,0,1
61,2,102.6,12,2,4,2,0,0,3,1
35,1,82.45,1,29,4,2,1,0,3,1
30,1,118.2,10,23,4,2,1,0,3,1
8,1,148.0,8,9,4,4,0,3,0,1
33,0,71.1,3,13,4,2,2,3,0,0
106,1,85.7,4,28,4,3,0,0,3,1
1,0,75.0,3,8,3,3,0,0,0,1
199,1,68.0,11,4,3,2,1,0,0,1
57,0,111.6,5,18,3,2,0,0,0,1
11,0,86.0,12,19,4,2,1,0,0,1
38,0,88.8,6,20,4,3,1,0,0,0
188,1,94.14,10,24,4,2,1,0,0,1
26,2,294.0,10,1,4,2,2,1,5,1
24,1,60.75,11,3,3,4,0,0,0,1
11,0,140.0,10,21,4,2,0,3,0,1
125,0,116.1,6,9,4,1,0,3,0,1
121,0,91.48,7,27,4,2,0,0,3,0
280,0,86.7,12,31,4,1,2,0,0,0
5,2,160.0,10,17,4,4,1,0,0,1
12,0,129.0,6,27,4,0,1,3,0,0
83,2,105.3,4,25,4,2,1,0,0,1
26,1,87.78,12,5,4,1,1,0,3,1
13,1,124.52,11,3,4,8,4,0,0,1
0,1,124.0,9,11,4,1,0,0,0,1
71,1,90.95,3,18,4,2,2,0,0,1
270,1,95.4,9,30,4,2,1,3,0,0
12,1,187.5,8,19,4,2,0,1,0,1
68,1,112.2,4,21,4,3,0,0,3,1
251,2,74.29,12,28,4,9,2,0,1,0
61,0,75.0,11,26,3,1,2,0,0,1
20,2,88.0,12,25,4,0,2,3,0,1
6,1,79.0,2,20,4,1,0,3,0,1
63,0,137.7,7,25,4,3,1,0,3,0
6,2,118.0,8,17,4,1,0,3,0,1
3,0,0.0,10,12,1,1,1,0,6,1
76,0,127.8,7,9,4,1,2,0,3,0
46,0,79.2,11,22,4,1,0,3,0,0
19,0,120.0,5,2,4,2,1,0,0,1
91,0,67.95,3,21,4,3,1,3,0,1
2,0,110.0,5,19,0,2,0,0,3,0
15,2,152.0,4,26,4,2,0,0,3,1
34,0,100.5,4,14,4,3,0,3,0,0
17,1,76.81,9,11,4,1,0,0,0,0
56,2,123.98,9,5,4,3,1,0,3,1
35,3,99.0,9,25,4,0,2,3,0,1
245,0,80.75,9,28,3,4,0,0,0,1
134,2,137.7,9,29,4,3,1,0,3,0
89,2,52.85,11,30,4,4,1,0,0,1
16,1,121.0,8,1,4,0,1,0,0,1
332,3,63.75,12,23,4,4,2,3,0,1
35,1,175.5,10,15,4,1,1,0,3,1
64,4,105.6,10,31,4,2,1,0,3,1
204,0,128.7,8,29,4,2,1,0,3,0
102,0,111.7,8,28,4,12,6,3,0,0
3,0,207.0,8,13,4,1,1,0,0,0
9,2,194.0,6,27,4,3,1,1,3,1
90,1,127.8,4,28,4,2,0,0,0,0
13,1,127.0,2,23,4,1,0,0,3,0
51,0,85.5,3,16,2,1,0,0,0,1
54,1,132.3,9,30,4,1,0,0,3,1
10,0,95.0,5,29,3,3,2,0,0,1
22,1,224.0,9,25,4,4,2,0,5,1
20,1,118.15,9,20,4,3,2,0,3,1
10,1,169.0,7,16,4,1,0,0,0,0
2,1,45.0,4,20,2,1,0,0,0,1
40,0,75.0,10,28,3,3,0,0,3,1
9,1,131.33,4,8,4,2,1,0,3,1
9,0,116.04,9,7,3,4,1,1,0,0
89,0,76.5,3,30,4,3,0,3,0,1
0,0,89.89,12,10,4,2,2,0,0,1
187,0,111.35,8,28,4,5,2,0,0,0
3,0,65.0,7,11,2,0,1,0,0,1
5,0,110.0,9,12,0,1,1,0,3,1
352,0,73.74,12,29,4,3,1,0,1,0
0,0,0.0,7,19,1,1,0,0,0,1
39,0,118.0,10,3,4,2,1,0,0,1
87,1,53.67,3,9,4,4,1,0,0,1
3,0,88.0,11,28,2,0,1,0,0,1
118,0,109.86,6,20,4,3,1,0,0,0
0,1,110.0,6,6,3,2,1,0,0,1
11,0,83.55,2,13,4,1,1,0,0,0
313,1,91.8,12,1,4,3,0,0,3,0
81,2,76.5,12,6,4,0,1,0,0,1
45,1,135.9,8,7,4,0,2,0,0,1
15,0,153.0,9,2,4,2,1,0,3,1
122,3,144.9,9,7,4,4,2,0,3,1
